IdPassageiro,Idade
786,25.0
787,18.0
788,8.0
789,1.0
790,46.0
792,16.0
795,25.0
796,39.0
797,49.0
798,31.0
799,30.0
800,30.0
801,34.0
802,31.0
803,11.0
804,0.42
805,27.0
806,31.0
807,39.0
808,18.0
809,39.0
810,33.0
811,26.0
812,39.0
813,35.0
814,6.0
815,30.5
817,23.0
818,31.0
819,43.0
820,10.0
821,52.0
822,27.0
823,38.0
824,27.0
825,2.0
828,1.0
830,62.0
831,15.0
832,0.83
834,23.0
835,18.0
836,39.0
837,21.0
839,32.0
841,20.0
842,16.0
843,30.0
844,34.5
845,17.0
846,42.0
848,35.0
849,28.0
851,4.0
852,74.0
853,9.0
854,16.0
855,44.0
856,18.0
857,45.0
858,51.0
859,24.0
861,41.0
862,21.0
863,48.0
865,24.0
866,42.0
867,27.0
868,31.0
870,4.0
871,26.0
872,47.0
873,33.0
874,47.0
875,28.0
876,15.0
877,20.0
878,19.0
880,56.0
881,25.0
882,33.0
883,22.0
884,28.0
885,25.0
886,39.0
887,27.0
888,19.0
890,26.0
891,32.0
892,34.5
893,47.0
894,62.0
895,27.0
896,22.0
897,14.0
898,30.0
899,26.0
900,18.0
901,21.0
903,46.0
904,23.0
905,63.0
906,47.0
907,24.0
908,35.0
909,21.0
910,27.0
911,45.0
912,55.0
913,9.0
915,21.0
916,48.0
917,50.0
918,22.0
919,22.5
920,41.0
922,50.0
923,24.0
924,33.0
926,30.0
927,18.5
929,21.0
930,25.0
932,39.0
934,41.0
935,30.0
936,45.0
937,25.0
938,45.0
940,60.0
941,36.0
942,24.0
943,27.0
944,20.0
945,28.0
947,10.0
948,35.0
949,25.0
951,36.0
952,17.0
953,32.0
954,18.0
955,22.0
956,13.0
958,18.0
959,47.0
960,31.0
961,60.0
962,24.0
963,21.0
964,29.0
965,28.5
966,35.0
967,32.5
969,55.0
970,30.0
971,24.0
972,6.0
973,67.0
974,49.0
978,27.0
979,18.0
981,2.0
982,22.0
984,27.0
986,25.0
987,25.0
988,76.0
989,29.0
990,20.0
991,33.0
992,43.0
993,27.0
995,26.0
996,16.0
997,28.0
998,21.0
1001,18.5
1002,41.0
1004,36.0
1005,18.5
1006,63.0
1007,18.0
1009,1.0
1010,36.0
1011,29.0
1012,12.0
1014,35.0
1015,28.0
1017,17.0
1018,22.0
1020,42.0
1021,24.0
1022,32.0
1023,53.0
1026,43.0
1027,24.0
1028,26.5
1029,26.0
1030,23.0
1031,40.0
1032,10.0
1033,33.0
1034,61.0
1035,28.0
1036,42.0
1037,31.0
1039,22.0
1041,30.0
1042,23.0
1044,60.5
1045,36.0
1046,13.0
1047,24.0
1048,29.0
1049,23.0
1050,42.0
1051,26.0
1053,7.0
1054,26.0
1056,41.0
1057,26.0
1058,48.0
1059,18.0
1061,22.0
1063,27.0
1064,23.0
1066,40.0
1067,15.0
1068,20.0
1069,54.0
1070,36.0
1071,64.0
1072,30.0
1073,37.0
1074,18.0
1076,27.0
1077,40.0
1078,21.0
1079,17.0
1081,40.0
1082,34.0
1084,11.5
1085,61.0
1086,8.0
1087,33.0
1088,6.0
1089,18.0
1090,23.0
1093,0.33
1094,47.0
1095,8.0
1096,25.0
1098,35.0
1099,24.0
1100,33.0
1101,25.0
1102,32.0
1104,17.0
1105,60.0
1106,38.0
1107,42.0
1109,57.0
1110,50.0
1112,30.0
1113,21.0
1114,22.0
1115,21.0
1116,53.0
1118,23.0
1120,40.5
1121,36.0
1122,14.0
1123,21.0
1124,21.0
1126,39.0
1127,20.0
1128,64.0
1129,20.0
1130,18.0
1131,48.0
1132,55.0
1133,45.0
1134,45.0
1137,41.0
1138,22.0
1139,42.0
1140,29.0
1142,0.92
1143,20.0
1144,27.0
1145,24.0
1146,32.5
1149,28.0
1150,19.0
1151,21.0
1152,36.5
1153,21.0
1154,29.0
1155,1.0
1156,30.0
1161,17.0
1162,46.0
1164,26.0
1167,20.0
1168,28.0
1169,40.0
1170,30.0
1171,22.0
1172,23.0
1173,0.75
1175,9.0
1176,2.0
1177,36.0
1179,24.0
1183,30.0
1185,53.0
1186,36.0
1187,26.0
1188,1.0
1190,30.0
1191,29.0
1192,32.0
1194,43.0
1195,24.0
1197,64.0
1198,30.0
1199,0.83
1200,55.0
1201,45.0
1202,18.0
1203,22.0
1205,37.0
1206,55.0
1207,17.0
1208,57.0
1209,19.0
1210,27.0
1211,22.0
1212,26.0
1213,25.0
1214,26.0
1215,33.0
1216,39.0
1217,23.0
1218,12.0
1219,46.0
1220,29.0
1221,21.0
1222,48.0
1223,39.0
1225,19.0
1226,27.0
1227,30.0
1228,32.0
1229,39.0
1230,25.0
1232,18.0
1233,32.0
1235,58.0
1237,16.0
1238,26.0
1239,38.0
1240,24.0
1241,31.0
1242,45.0
1243,25.0
1244,18.0
1245,49.0
1246,0.17
1247,50.0
1248,59.0
1251,30.0
1252,14.5
1253,24.0
1254,31.0
1255,27.0
1256,25.0
1259,22.0
1260,45.0
1261,29.0
1262,21.0
1263,31.0
1264,49.0
1265,44.0
1266,54.0
1267,45.0
1268,22.0
1269,21.0
1270,55.0
1271,5.0
1273,26.0
1275,19.0
1277,24.0
1278,24.0
1279,57.0
1280,21.0
1281,6.0
1282,23.0
1283,51.0
1284,13.0
1285,47.0
1286,29.0
1287,18.0
1288,24.0
1289,48.0
1290,22.0
1291,31.0
1292,30.0
1293,38.0
1294,22.0
1295,17.0
1296,43.0
1297,20.0
1298,23.0
1299,50.0
1301,3.0
1303,37.0
1304,28.0
1306,39.0
1307,38.5
6,31.662800763796273
18,32.667315484459515
20,27.01654229122276
27,26.119908732251282
29,25.162428640350573
30,29.090113615926853
32,38.54448470512715
33,25.163531153836697
37,26.119872892029598
43,26.114184536845013
46,29.08879776778784
47,30.729304091497482
48,25.163531153836697
49,24.24975120808208
56,42.44457070577731
65,39.53502454396508
66,0.975134332013198
77,29.090113615926853
78,29.08879776778784
83,25.163211151857364
88,29.08879776778784
96,29.08879776778784
102,29.090113615926853
108,29.0911444489696
110,24.150176494253333
122,29.08879776778784
127,31.668844961181875
129,5.853175878720386
141,30.382600815690367
155,29.095091140048016
159,29.083571068792104
160,-0.9089336323117791
167,44.892054789408114
169,42.52627787783311
177,2.117030270368538
181,4.029801623141822
182,29.67389296384092
186,42.32083660710272
187,31.625937650468963
197,31.668844961181875
199,25.163531153836697
202,25.0112406111932
215,30.79543783389252
224,29.090113615926853
230,7.055765525822139
236,22.587750653500414
241,18.679498242710665
242,24.22399028415231
251,29.095624476680236
257,39.99236621242009
261,31.668844961181875
265,25.163531153836697
271,42.482970943297005
275,25.163531153836697
278,32.778249503960865
285,42.52563787387445
296,39.53502454396508
299,42.48723763635475
301,25.163531153836697
302,29.789763221813097
304,28.745035555648787
305,29.08879776778784
307,32.32005301379057
325,25.0112406111932
331,23.284449414467918
335,41.63024529022422
336,29.090113615926853
348,29.043330441240286
352,42.44883739883505
355,26.119908732251282
359,25.162428640350573
360,25.162428640350573
365,30.729304091497482
368,27.016506451001074
369,25.163531153836697
376,39.093608101658845
385,29.090113615926853
389,31.669022455613074
410,7.055765525822139
411,29.090113615926853
412,31.676454181581054
414,32.778249503960865
416,29.985431326759322
421,26.114184536845013
426,29.095624476680236
429,31.668844961181875
432,29.043330441240286
445,29.088264431155622
452,28.113700838176047
455,29.08879776778784
458,42.32816960714475
460,31.668844961181875
465,29.08879776778784
467,32.778249503960865
469,31.66905829583476
471,29.095624476680236
476,42.303769834871744
482,32.778249503960865
486,7.055765525822139
491,28.113700838176047
496,26.058184190462118
498,29.02863739567365
503,25.164561986879445
508,42.52094451151093
512,29.08879776778784
518,31.52889742888786
523,26.119908732251282
525,26.119872892029598
528,40.854978366892965
532,26.119872892029598
534,30.321907106943954
539,29.03375742734294
548,29.684026359853064
553,31.668169117001526
558,37.83001815786875
561,31.668844961181875
564,29.08879776778784
565,22.58348396044267
569,26.119872892029598
574,25.163531153836697
579,26.081410622144244
585,26.107215320404492
590,29.08879776778784
594,14.121909080953209
597,25.991333954804563
599,26.119908732251282
602,29.090113615926853
603,42.385690341580435
612,29.097331153903333
613,24.22399028415231
614,31.668844961181875
630,31.668987468730002
634,42.74750591287716
640,28.146696882268806
644,28.675391050714097
649,29.09306446084559
651,29.090113615926853
654,25.162855309656347
657,29.090113615926853
668,29.0911444489696
670,42.32699626655387
675,32.778249503960865
681,25.160224466716944
693,28.675391050714097
698,25.163673661384824
710,0.975134332013198
712,42.52094451151093
719,31.602711218786837
728,25.16363782116314
733,32.778249503960865
739,29.090113615926853
740,29.090113615926853
741,42.49150432941249
761,29.03375742734294
767,48.937797406850166
769,30.655490301598505
774,26.119908732251282
777,31.668844961181875
779,31.668951628508317
784,31.518479602142683
791,31.668844961181875
793,4.029801623141822
794,39.5096377202715
816,42.74750591287716
826,31.675671670074266
827,28.675391050714097
829,31.668844961181875
833,26.119872892029598
838,29.08879776778784
840,39.5181352661653
847,25.0112406111932
850,39.03444272236572
860,26.119872892029598
864,4.029801623141822
869,29.076424357920384
879,29.090113615926853
889,10.53704061409131
902,29.090113615926853
914,43.37377363953577
921,24.24975120808208
925,32.415113161114164
928,22.58348396044267
931,28.675391050714097
933,42.52094451151093
939,31.668844961181875
946,29.669377095908608
950,28.146696882268806
957,33.49568195450708
968,29.08879776778784
975,29.090113615926853
976,35.26435862297976
977,25.18481205005584
980,32.56547852015335
983,29.0911444489696
985,29.08879776778784
994,31.668844961181875
999,31.668844961181875
1000,29.08314439948633
1003,25.16328197896212
1008,26.12662877381723
1013,30.79543783389252
1016,31.668844961181875
1019,23.284449414467918
1024,36.70581411644713
1025,25.253221646527876
1038,42.304943175462626
1040,42.52094451151093
1043,26.114184536845013
1052,25.163673661384824
1055,29.097757823209108
1060,40.43165810293655
1062,29.09306446084559
1065,26.119872892029598
1075,31.668844961181875
1080,4.029801623141822
1083,42.52563787387445
1091,29.984897990127102
1092,25.09739741144166
1097,39.551912968426244
1103,29.097331153903333
1108,25.162428640350573
1111,29.08879776778784
1117,30.382600815690367
1119,25.163531153836697
1125,31.66774244769575
1135,29.09018444303161
1136,5.59830535863771
1141,26.081445609027316
1147,29.09306446084559
1148,31.668844961181875
1157,29.090113615926853
1158,42.74750591287716
1159,29.09306446084559
1160,22.58348396044267
1163,31.668844961181875
1165,24.22399028415231
1166,26.119908732251282
1174,25.163531153836697
1178,29.095624476680236
1180,26.119872892029598
1181,29.08879776778784
1182,42.40958382270381
1184,26.119872892029598
1189,24.24975120808208
1193,29.67392880406261
1196,25.163531153836697
1204,29.0928511261927
1224,26.119908732251282
1231,0.19969864852461683
1234,43.14585137959818
1236,3.9574276104599733
1249,29.090255270136367
1250,31.668844961181875
1257,44.04248493856965
1258,25.184777063172767
1272,31.668844961181875
1274,29.930390986314418
1276,32.66838215772395
1300,25.163780328711272
1302,25.163531153836697
1305,29.08879776778784
1308,29.08879776778784
1309,0.9144406232667848
